entity_id,type,debit,credit,amount,currency,fee,tax,settlement_id,settlement_utr,created_at,settled_at,payment_id,order_id,method,description
pay_0QSF3R9TUT0410,payment,0,1466560,1502007,INR,30040,5407,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_0QSF3R9TUT0410,order_QAZN231RL00409,emi,Payment captured
pay_AQFKA7PX2V0413,payment,0,91737,93954,INR,1879,338,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_AQFKA7PX2V0413,order_BKDBMGUTJ40412,upi,Payment captured
pay_N5G9P60VWL0416,payment,0,56149,57506,INR,1150,207,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_N5G9P60VWL0416,order_NS0AHR04RC0415,upi,Payment captured
pay_KZFRL7FXDD0419,payment,0,120793,123712,INR,2474,445,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_KZFRL7FXDD0419,order_WALTH1RAC60418,upi,Payment captured
pay_W5TLE9K4US0422,payment,0,977506,1001131,INR,20022,3603,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_W5TLE9K4US0422,order_JSC74U7NMY0421,upi,Payment captured
pay_G9ECJMCNG70425,payment,0,1347700,1380273,INR,27605,4968,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_G9ECJMCNG70425,order_0N97KUW2WH0424,emi,Payment captured
pay_9CEVEP9GGQ0428,payment,0,270897,277443,INR,5548,998,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_9CEVEP9GGQ0428,order_P7F5DZ2ZDT0427,wallet,Payment captured
pay_23WRP0SZ440431,payment,0,585669,599824,INR,11996,2159,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_23WRP0SZ440431,order_M18XL4YWWZ0430,card,Payment captured
pay_SZRQSVF1PE0434,payment,0,90269,92450,INR,1849,332,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_SZRQSVF1PE0434,order_BT8KGC5YKJ0433,netbanking,Payment captured
pay_WKW8QKD1480437,payment,0,218820,224108,INR,4482,806,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_WKW8QKD1480437,order_32HQA0DV9C0436,emi,Payment captured
pay_71N9RRET3W0440,payment,0,1366529,1399558,INR,27991,5038,setl_U4JJ9LBCYW0405,9006854740o991,2026-06-14,2026-06-16,pay_71N9RRET3W0440,order_1SF183JJ6N0439,netbanking,Payment captured
rfnd_4K4CQNZKFH0442,refund,1408155,0,1408155,INR,0,0,setl_U4JJ9LBCYW0405,9006854740o991,2026-05-31,2026-06-16,pay_T266R5K0N80068,order_2FQH5HK7U80067,,Full refund
pay_U0Q08GW7FM0446,payment,0,187949,192490,INR,3849,692,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_U0Q08GW7FM0446,order_TD5AE0TZGB0445,wallet,Payment captured
pay_BTQKX1JF090449,payment,0,281721,288529,INR,5770,1038,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_BTQKX1JF090449,order_YYYVR8TDS00448,card,Payment captured
pay_HMWKBW22V40452,payment,0,1644798,1684553,INR,33691,6064,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_HMWKBW22V40452,order_NJV9J3KLWE0451,card,Payment captured
pay_JLNQC2AT2Q0455,payment,0,979745,1003425,INR,20068,3612,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_JLNQC2AT2Q0455,order_F6J86ZM0760454,wallet,Payment captured
pay_R91C09DNU40458,payment,0,1488934,1524921,INR,30498,5489,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_R91C09DNU40458,order_0W19C9G45C0457,wallet,Payment captured
pay_M5N5FSWLHF0461,payment,0,1169024,1197279,INR,23945,4310,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_M5N5FSWLHF0461,order_F8HMJ12W4B0460,upi,Payment captured
pay_MHJNASA5770464,payment,0,930461,952950,INR,19059,3430,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_MHJNASA5770464,order_KLKMD2VV4U0463,card,Payment captured
pay_XFDG2MLUM50467,payment,0,813582,833245,INR,16664,2999,setl_XPPP9S6KB00444,5481721096f161,2026-06-15,2026-06-17,pay_XFDG2MLUM50467,order_PDMKDYCKCV0466,netbanking,Payment captured
pay_CXYPANUSEV0472,payment,0,720635,738052,INR,14761,2656,setl_F6U3WS9YJ70470,8008775062p927,2026-06-16,2026-06-18,pay_CXYPANUSEV0472,order_UNAHB5HP220471,card,Payment captured
pay_D9VWBPXYEK0475,payment,0,96165,98488,INR,1969,354,setl_F6U3WS9YJ70470,8008775062p927,2026-06-16,2026-06-18,pay_D9VWBPXYEK0475,order_66CJ6K5X520474,upi,Payment captured
pay_ZCNF48B68K0478,payment,0,31883,32653,INR,653,117,setl_F6U3WS9YJ70470,8008775062p927,2026-06-16,2026-06-18,pay_ZCNF48B68K0478,order_7RZ4VP9VMH0477,card,Payment captured
pay_G9VBVPWNNU0481,payment,0,1184730,1213365,INR,24267,4368,setl_F6U3WS9YJ70470,8008775062p927,2026-06-16,2026-06-18,pay_G9VBVPWNNU0481,order_09HAVCFX5C0480,emi,Payment captured
pay_X4DJB6DG0D0484,payment,0,453731,464696,INR,9293,1672,setl_F6U3WS9YJ70470,8008775062p927,2026-06-16,2026-06-18,pay_X4DJB6DG0D0484,order_PYWTKURLEV0483,wallet,Payment captured
pay_Z1MXW57BE60487,payment,0,434361,444859,INR,8897,1601,setl_F6U3WS9YJ70470,8008775062p927,2026-06-16,2026-06-18,pay_Z1MXW57BE60487,order_5G5V56QQKS0486,wallet,Payment captured
pay_PWVV3YFA810493,payment,0,429481,439861,INR,8797,1583,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_PWVV3YFA810493,order_PJAKK4U04N0492,card,Payment captured
pay_N0Z2KUJJAE0496,payment,0,160723,164607,INR,3292,592,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_N0Z2KUJJAE0496,order_1W0103PM6J0495,emi,Payment captured
pay_8T2ZCC6ZH60499,payment,0,140056,143440,INR,2868,516,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_8T2ZCC6ZH60499,order_340YQM3A7R0498,wallet,Payment captured
pay_2YUULCVSD60502,payment,0,1603207,1641957,INR,32839,5911,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_2YUULCVSD60502,order_EVDXA6586X0501,netbanking,Payment captured
pay_SR7M9CXFKK0505,payment,0,167285,171327,INR,3426,616,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_SR7M9CXFKK0505,order_TTSAHMK4ZM0504,upi,Payment captured
pay_93AU40W9CG0508,payment,0,128434,131538,INR,2630,474,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_93AU40W9CG0508,order_16V6Q006SK0507,card,Payment captured
pay_G9G4YQUSNC0511,payment,0,1449608,1484644,INR,29692,5344,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_G9G4YQUSNC0511,order_N9XMWAAEA20510,upi,Payment captured
pay_TD00XDSSM40514,payment,0,762846,781283,INR,15625,2812,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_TD00XDSSM40514,order_U5E5T3WSLE0513,emi,Payment captured
pay_AC0TKX1A870517,payment,0,1148309,1176063,INR,23521,4233,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_AC0TKX1A870517,order_SGCEES4B7K0516,netbanking,Payment captured
pay_0NV0GY7F4N0520,payment,0,1064421,1090150,INR,21803,3926,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_0NV0GY7F4N0520,order_DFZXF5UNMC0519,emi,Payment captured
pay_5KQECK7B6C0523,payment,0,9313026,9538125,INR,190762,34337,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_5KQECK7B6C0523,order_BCXDXC1HP90522,upi,Payment captured
pay_PCMXEHTK2L0526,payment,0,161955,165869,INR,3317,597,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_PCMXEHTK2L0526,order_QEN3X1WHJW0525,wallet,Payment captured
pay_42RMCM7FVY0529,payment,0,11516,11793,INR,235,42,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_42RMCM7FVY0529,order_MFU26JPKT90528,wallet,Payment captured
pay_CDZUP3SX5C0532,payment,0,1594179,1632709,INR,32654,5876,setl_H5WG4MV1EG0491,8816263800k606,2026-06-17,2026-06-19,pay_CDZUP3SX5C0532,order_PTDNHK67ML0531,wallet,Payment captured
pay_LLQF297P650537,payment,0,366247,375098,INR,7501,1350,setl_7D3KP5M0ZJ0535,2158329197k230,2026-06-18,2026-06-20,pay_LLQF297P650537,order_TJH552LXQU0536,wallet,Payment captured
pay_RFA2PJYURF0540,payment,0,2609013,2672073,INR,53441,9619,setl_7D3KP5M0ZJ0535,2158329197k230,2026-06-18,2026-06-20,pay_RFA2PJYURF0540,order_68C3916G470539,card,Payment captured
pay_PFXD8ZDH0Z0543,payment,0,1002596,1026828,INR,20536,3696,setl_7D3KP5M0ZJ0535,2158329197k230,2026-06-18,2026-06-20,pay_PFXD8ZDH0Z0543,order_5AE0X9CU3T0542,emi,Payment captured
pay_ZY4789H6U40546,payment,0,132141,135334,INR,2706,487,setl_7D3KP5M0ZJ0535,2158329197k230,2026-06-18,2026-06-20,pay_ZY4789H6U40546,order_PQWYT83TDE0545,upi,Payment captured
disp_THK7KP9BU20548,dispute,849986,0,699986,INR,150000,0,setl_7D3KP5M0ZJ0535,2158329197k230,2026-04-27,2026-06-20,pay_WYEUVLMZ8Q0140,order_U7NHJE4M4F0139,,Chargeback deduction incl. handling fee
pay_UMMKLRHCWJ0552,payment,0,708474,725596,INR,14511,2611,setl_9X2XW7945V0550,3436327339z413,2026-06-19,2026-06-21,pay_UMMKLRHCWJ0552,order_6ZUDKYU5LL0551,wallet,Payment captured
pay_8XU6UK4XH60555,payment,0,51284,52523,INR,1050,189,setl_9X2XW7945V0550,3436327339z413,2026-06-19,2026-06-21,pay_8XU6UK4XH60555,order_VHB17K5WKA0554,netbanking,Payment captured
pay_1N7W8DZ1K30558,payment,0,173816,178016,INR,3560,640,setl_9X2XW7945V0550,3436327339z413,2026-06-19,2026-06-21,pay_1N7W8DZ1K30558,order_N9QTNBF4F80557,card,Payment captured
pay_V69XE0FA2T0561,payment,0,1153713,1181597,INR,23631,4253,setl_9X2XW7945V0550,3436327339z413,2026-06-19,2026-06-21,pay_V69XE0FA2T0561,order_24UL32JFKP0560,netbanking,Payment captured
pay_U2M7RBHT7E0564,payment,0,866413,887354,INR,17747,3194,setl_9X2XW7945V0550,3436327339z413,2026-06-19,2026-06-21,pay_U2M7RBHT7E0564,order_75QBAKSV6H0563,card,Payment captured
pay_DUU9E8NMGL0567,payment,0,543339,556471,INR,11129,2003,setl_9X2XW7945V0550,3436327339z413,2026-06-19,2026-06-21,pay_DUU9E8NMGL0567,order_W5JYLDTZ2Y0566,emi,Payment captured
pay_VJPJF3HEB60572,payment,0,1467881,1503360,INR,30067,5412,setl_N9H25EHJB60570,6790517486w471,2026-06-20,2026-06-22,pay_VJPJF3HEB60572,order_9XMVBHQJKQ0571,upi,Payment captured
pay_TYYL8R8EGA0575,payment,0,180540,184903,INR,3698,665,setl_N9H25EHJB60570,6790517486w471,2026-06-20,2026-06-22,pay_TYYL8R8EGA0575,order_AGHPNMYBFK0574,netbanking,Payment captured
pay_HWH5H9J7ZU0578,payment,0,623175,638236,INR,12764,2297,setl_N9H25EHJB60570,6790517486w471,2026-06-20,2026-06-22,pay_HWH5H9J7ZU0578,order_4GMY03P8Q20577,card,Payment captured
pay_49FHK11GLE0581,payment,0,839128,859409,INR,17188,3093,setl_N9H25EHJB60570,6790517486w471,2026-06-20,2026-06-22,pay_49FHK11GLE0581,order_3NE6ZMA7G10580,emi,Payment captured
pay_HS77QJBGDE0584,payment,0,1792752,1836082,INR,36721,6609,setl_N9H25EHJB60570,6790517486w471,2026-06-20,2026-06-22,pay_HS77QJBGDE0584,order_1Y6178TK5G0583,wallet,Payment captured
pay_04W045CCMV0587,payment,0,657588,673481,INR,13469,2424,setl_N9H25EHJB60570,6790517486w471,2026-06-20,2026-06-22,pay_04W045CCMV0587,order_U778SXBC3H0586,wallet,Payment captured
rfnd_8D1S70YUWD0589,refund,833245,0,833245,INR,0,0,setl_N9H25EHJB60570,6790517486w471,2026-06-12,2026-06-22,pay_XFDG2MLUM50467,order_PDMKDYCKCV0466,,Full refund
pay_00WG7GPX780593,payment,0,93139,95389,INR,1907,343,setl_Y2YDRRRVFE0591,9027036016d445,2026-06-21,2026-06-23,pay_00WG7GPX780593,order_C5382TB6BW0592,netbanking,Payment captured
pay_PYEV8V3WN20596,payment,0,156465,160245,INR,3204,576,setl_Y2YDRRRVFE0591,9027036016d445,2026-06-21,2026-06-23,pay_PYEV8V3WN20596,order_1QFGXTE9630595,wallet,Payment captured
pay_32WEP2TULS0599,payment,0,172949,177128,INR,3542,637,setl_Y2YDRRRVFE0591,9027036016d445,2026-06-21,2026-06-23,pay_32WEP2TULS0599,order_3D9NZ5KRKV0598,wallet,Payment captured
pay_C7BDFWVE2Z0602,payment,0,1137153,1164637,INR,23292,4192,setl_Y2YDRRRVFE0591,9027036016d445,2026-06-21,2026-06-23,pay_C7BDFWVE2Z0602,order_3CNLTJBSTM0601,wallet,Payment captured
pay_PT42SD7ZHW0605,payment,0,731601,749283,INR,14985,2697,setl_Y2YDRRRVFE0591,9027036016d445,2026-06-21,2026-06-23,pay_PT42SD7ZHW0605,order_HWX0R3PKGM0604,emi,Payment captured
pay_A1SVFRVPL40608,payment,0,198935,203742,INR,4074,733,setl_Y2YDRRRVFE0591,9027036016d445,2026-06-21,2026-06-23,pay_A1SVFRVPL40608,order_DRS0VZHR400607,upi,Payment captured
pay_D13SKFZLHA0614,payment,0,110385,113052,INR,2261,406,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_D13SKFZLHA0614,order_0QBBQF5NSL0613,wallet,Payment captured
pay_SR4RZ5FA6J0617,payment,0,120063,122964,INR,2459,442,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_SR4RZ5FA6J0617,order_PPUN2M2KBU0616,netbanking,Payment captured
pay_CMSL87X5JF0620,payment,0,9667273,9900934,INR,198018,35643,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_CMSL87X5JF0620,order_YCAS80V1ZJ0619,netbanking,Payment captured
pay_4DNKDQMC6S0623,payment,0,1124769,1151955,INR,23039,4147,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_4DNKDQMC6S0623,order_USS9W3LW7K0622,wallet,Payment captured
pay_PA9M2ER7GX0626,payment,0,193896,198581,INR,3971,714,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_PA9M2ER7GX0626,order_KHYFPUML8T0625,wallet,Payment captured
pay_DUWDE0F1SM0629,payment,0,1594612,1633154,INR,32663,5879,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_DUWDE0F1SM0629,order_65TAXC4WJP0628,upi,Payment captured
pay_06T3F3ZM330632,payment,0,214714,219903,INR,4398,791,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_06T3F3ZM330632,order_3VJYGZ8N740631,upi,Payment captured
pay_DEC8G832G50635,payment,0,121611,124550,INR,2491,448,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_DEC8G832G50635,order_F6VKJVR93U0634,wallet,Payment captured
pay_SG3BA1HAL60638,payment,0,116209,119017,INR,2380,428,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_SG3BA1HAL60638,order_VW54SXMPMF0637,upi,Payment captured
pay_V5K63BHLK40641,payment,0,218520,223801,INR,4476,805,setl_9J2W46JSMW0612,8728916782g186,2026-06-22,2026-06-24,pay_V5K63BHLK40641,order_BNBP6KR3NF0640,upi,Payment captured
pay_U02Z6LPUF60646,payment,0,195546,200271,INR,4005,720,setl_D9B3WET26H0644,6784307829w546,2026-06-23,2026-06-25,pay_U02Z6LPUF60646,order_N6Y4Q8QX5J0645,card,Payment captured
pay_HQHQ7SXYCT0649,payment,0,281226,288022,INR,5760,1036,setl_D9B3WET26H0644,6784307829w546,2026-06-23,2026-06-25,pay_HQHQ7SXYCT0649,order_YSYLM8CEX30648,emi,Payment captured
pay_ZXJHN42AR60652,payment,0,170901,175031,INR,3500,630,setl_D9B3WET26H0644,6784307829w546,2026-06-23,2026-06-25,pay_ZXJHN42AR60652,order_HPZLU487GK0651,card,Payment captured
pay_4KA9EFXW1L0655,payment,0,1328644,1360757,INR,27215,4898,setl_D9B3WET26H0644,6784307829w546,2026-06-23,2026-06-25,pay_4KA9EFXW1L0655,order_2QJ32259ZB0654,emi,Payment captured
pay_ZS8YHDH4VA0660,payment,0,96873,99214,INR,1984,357,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_ZS8YHDH4VA0660,order_LBBSRV38HD0659,card,Payment captured
pay_3J6P4EZ9190663,payment,0,141857,145284,INR,2905,522,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_3J6P4EZ9190663,order_NZ5GK32FFD0662,card,Payment captured
pay_H2HHZUC9KH0666,payment,0,126822,129886,INR,2597,467,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_H2HHZUC9KH0666,order_J89HP56CLZ0665,upi,Payment captured
pay_6V4X06JJ850669,payment,0,6951774,7119801,INR,142396,25631,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_6V4X06JJ850669,order_UPM7AHYEC20668,emi,Payment captured
pay_9N68BHMBTP0672,payment,0,181271,185652,INR,3713,668,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_9N68BHMBTP0672,order_4TFLBVHFND0671,card,Payment captured
pay_MSFKV2LDWM0675,payment,0,229700,235251,INR,4705,846,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_MSFKV2LDWM0675,order_9W0SFHGLUK0674,wallet,Payment captured
pay_DW52E6B2QB0678,payment,0,3934382,4029477,INR,80589,14506,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_DW52E6B2QB0678,order_DNRR7880HT0677,card,Payment captured
pay_6TS0YP8UCL0681,payment,0,52716,53989,INR,1079,194,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_6TS0YP8UCL0681,order_R34CA5ULAD0680,netbanking,Payment captured
pay_JA6AAM271F0684,payment,0,945701,968558,INR,19371,3486,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_JA6AAM271F0684,order_S4TRWXP5XB0683,upi,Payment captured
pay_Q7ZCT7PAN10687,payment,0,59065,60491,INR,1209,217,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_Q7ZCT7PAN10687,order_4AQBTYNFVQ0686,card,Payment captured
pay_W32TH957Z90690,payment,0,155538,159296,INR,3185,573,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_W32TH957Z90690,order_Q9TNBS5A3D0689,netbanking,Payment captured
pay_GB63BXSRG60693,payment,0,156029,159799,INR,3195,575,setl_Y1NVFCX0J90658,2219460880c623,2026-06-24,2026-06-26,pay_GB63BXSRG60693,order_BQ3ERNLXVE0692,emi,Payment captured
pay_GGAENJ8SY20698,payment,0,1172532,1200872,INR,24017,4323,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_GGAENJ8SY20698,order_053GXB59XN0697,emi,Payment captured
pay_9KDR8D3YNN0701,payment,0,14310402,14656289,INR,293125,52762,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_9KDR8D3YNN0701,order_YVKK6VXUZA0700,netbanking,Payment captured
pay_X0P1MAZAEY0704,payment,0,125949,128992,INR,2579,464,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_X0P1MAZAEY0704,order_C7QAQQ5PR60703,card,Payment captured
pay_BJ0HXPV5RZ0707,payment,0,65708,67295,INR,1345,242,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_BJ0HXPV5RZ0707,order_SMXRMNBMSG0706,emi,Payment captured
pay_TJ87PF6EL80710,payment,0,105460,108008,INR,2160,388,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_TJ87PF6EL80710,order_W3RCNUKWRD0709,wallet,Payment captured
pay_PV30LZSFJF0713,payment,0,1257266,1287654,INR,25753,4635,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_PV30LZSFJF0713,order_6T1CPQN4R10712,wallet,Payment captured
pay_EYFU88FTQG0716,payment,0,114341,117104,INR,2342,421,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_EYFU88FTQG0716,order_Z7WT0BM4QS0715,netbanking,Payment captured
pay_8K1QQP6Q950719,payment,0,164274,168243,INR,3364,605,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_8K1QQP6Q950719,order_JSAVUY11A60718,emi,Payment captured
pay_VWBCJKX10P0722,payment,0,45232,46324,INR,926,166,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_VWBCJKX10P0722,order_JVA7YXQ2310721,card,Payment captured
pay_QU9E5DZ9AL0725,payment,0,151188,154841,INR,3096,557,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_QU9E5DZ9AL0725,order_MC7BMNE0UP0724,card,Payment captured
pay_AK4E1R9X750728,payment,0,62311,63816,INR,1276,229,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_AK4E1R9X750728,order_V36LVN85TN0727,card,Payment captured
pay_UEP72HZEG80731,payment,0,167781,171835,INR,3436,618,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_UEP72HZEG80731,order_350MG1CRLT0730,upi,Payment captured
pay_JW575EFR4J0734,payment,0,1627545,1666882,INR,33337,6000,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_JW575EFR4J0734,order_50X1N1CASH0733,card,Payment captured
pay_D9G0V4DAD00737,payment,0,205113,210070,INR,4201,756,setl_V3EGDDU01G0696,2765695439t906,2026-06-25,2026-06-27,pay_D9G0V4DAD00737,order_ATK4YMPCP40736,netbanking,Payment captured
pay_GLSGW0JXMW0742,payment,0,127094,130165,INR,2603,468,setl_P13HQPGYWM0740,5359368511u423,2026-06-26,2026-06-28,pay_GLSGW0JXMW0742,order_QETZCEP2V70741,card,Payment captured
pay_UNK0PCR4XJ0745,payment,0,203923,208851,INR,4177,751,setl_P13HQPGYWM0740,5359368511u423,2026-06-26,2026-06-28,pay_UNK0PCR4XJ0745,order_HVR3RFDJZ70744,card,Payment captured
pay_ENDKPJFMPR0748,payment,0,23508,24075,INR,481,86,setl_P13HQPGYWM0740,5359368511u423,2026-06-26,2026-06-28,pay_ENDKPJFMPR0748,order_RQ09WM4AE70747,emi,Payment captured
pay_4383K6B03F0751,payment,0,82705,84703,INR,1694,304,setl_P13HQPGYWM0740,5359368511u423,2026-06-26,2026-06-28,pay_4383K6B03F0751,order_4NT6FZ10L60750,emi,Payment captured
disp_6EXJ6NKNAA0753,dispute,281538,0,131538,INR,150000,0,setl_P13HQPGYWM0740,5359368511u423,2026-05-07,2026-06-28,pay_93AU40W9CG0508,order_16V6Q006SK0507,,Chargeback deduction incl. handling fee
pay_HF01F9N3L30757,payment,0,18499,18945,INR,378,68,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_HF01F9N3L30757,order_ZBKS5KSRLA0756,netbanking,Payment captured
pay_2U3LMZMJN70760,payment,0,1776344,1819278,INR,36385,6549,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_2U3LMZMJN70760,order_1VAL7AGE290759,netbanking,Payment captured
pay_XBR67GADTA0763,payment,0,8649341,8858398,INR,177167,31890,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_XBR67GADTA0763,order_4GLFUF0HTE0762,netbanking,Payment captured
pay_GA51JBH9TR0766,payment,0,933241,955796,INR,19115,3440,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_GA51JBH9TR0766,order_ZXWRZ10DYX0765,upi,Payment captured
pay_0UNK98CJ7F0769,payment,0,14006356,14344894,INR,286897,51641,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_0UNK98CJ7F0769,order_W4Q71FY36G0768,upi,Payment captured
pay_7FXQEX003Q0772,payment,0,192872,197533,INR,3950,711,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_7FXQEX003Q0772,order_BLW0TQS6HJ0771,emi,Payment captured
pay_J9QG1A5WKU0775,payment,0,228084,233595,INR,4671,840,setl_CH0LN3SY870755,9837774039m534,2026-06-27,2026-06-29,pay_J9QG1A5WKU0775,order_W0AVDN03WZ0774,upi,Payment captured
pay_LJ46UKPPNA0780,payment,0,144773,148271,INR,2965,533,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_LJ46UKPPNA0780,order_UUN1GJWDV50779,card,Payment captured
pay_7VM0F50T4Z0783,payment,0,3875091,3968753,INR,79375,14287,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_7VM0F50T4Z0783,order_8X3K1RCHR10782,netbanking,Payment captured
pay_1B197E9HPH0786,payment,0,437714,448292,INR,8965,1613,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_1B197E9HPH0786,order_M063VJGWEM0785,upi,Payment captured
pay_VC9U4J7W9Y0789,payment,0,1786129,1829299,INR,36585,6585,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_VC9U4J7W9Y0789,order_CFH8VZL3AR0788,card,Payment captured
pay_5FS3KPETNZ0792,payment,0,686477,703068,INR,14061,2530,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_5FS3KPETNZ0792,order_YTJ3ESS0L10791,netbanking,Payment captured
pay_AG0Q0GHM9V0795,payment,0,37820,38733,INR,774,139,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_AG0Q0GHM9V0795,order_2EXFZXTKQT0794,wallet,Payment captured
pay_TDZR25M4Y50798,payment,0,215990,221210,INR,4424,796,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_TDZR25M4Y50798,order_16JSA8KJK00797,netbanking,Payment captured
pay_38J678H1AN0801,payment,0,1543702,1581013,INR,31620,5691,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_38J678H1AN0801,order_FERFLDFU7A0800,card,Payment captured
pay_XRHUV6USPA0804,payment,0,224521,229946,INR,4598,827,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_XRHUV6USPA0804,order_J8YD370LZH0803,emi,Payment captured
pay_7NF98K2H7A0807,payment,0,86031,88110,INR,1762,317,setl_DM71VLB1X30778,8206519996l875,2026-06-28,2026-06-30,pay_7NF98K2H7A0807,order_YGAYM1YAG30806,emi,Payment captured
